1 Credit Clear,621fb5bf-5498-4d8f-b4ac-db4d40d401bf
Burkinabe,20986b7d-c78f-4a94-a798-563c136ae21e
Pickleball,e629f79f-a7ce-4934-a392-2495cbab7010
Design,7b49f69a-5d95-4c94-b7e3-66e2c0c6f6c6
Champion: Lux,1c628b75-b1c3-4a2f-9d1d-056c1f555f0e
Tennis,2a00b8be-6e72-4832-b359-edd1f88ff80e
Catalan,b1650f8e-cf56-4e62-99e3-0142cfc7e081
Map: The Crystal Scar,cba692e4-3431-4af4-b6ac-eb50600a8023
FGC,3280c8d8-64c0-45f7-aeaa-189928b0e82c
American Samoan,2c6536f4-2336-484b-86b2-18243fefea70
Gabonese,b9bb4d9a-b18b-4d0a-9953-08b03cbaa6e4
Map: Nuke,8a06e67b-f8e0-489e-bb40-1cda413ec0c2
Canadian,84dd58d3-678e-4cca-bb91-fd9c389c0c4d
American Sign Language,5ad4b978-495f-4093-9461-c194f58201ab
Disciple: Land,d24b1db9-2df1-41b0-a1d2-4fdb6139a989
R&B,bfa85d5d-28f2-4faa-81ac-9fa8995fe188
Champion: Alistar,39490173-ed5f-4271-96a8-26ab546ee1e9
Level: 30-39,233f4789-1ad0-403c-aaf9-7d37a22264e7
Map: Howling Abyss,2976ff90-ca30-4640-a14f-9283780af8bc
Solos,8282259b-a997-4c63-b908-24027f64ac9a
Zone: Monarch's Bluff,06f86f9e-224f-4d20-a91d-6b867b316d55
Knitting,6ec0d7d3-594f-49a1-a86f-34e9b920621d
Contemporary Dance,48f31aeb-6f50-4c78-a13d-b9bb47a8b745
Zimbabwean,be58b774-f06d-4123-8e3c-4c320a2d7ebe
Mode: Battle Royale,fd8f5e68-42d3-4544-a273-5fc92dabc568
Rugby,1f6ffff7-a05c-429f-a377-345639296c41
Champion: Sett,eb60a464-9fe7-48db-81ec-fde0ab29b374
Champion: Garen,a09075e5-e88f-4be8-9406-b8be75dbf6fd
Expedition: Dynasty Shipyard,93c98f46-2ea6-452d-a4f5-a1de664789b0
Champion: Ryze,94641178-15ae-4495-b60b-16ed2fd5ced0
Ivorian,fa905a3c-5b7b-48b4-8eda-b5750708901d
Chinese (Cantonese),0c8c6543-4019-47d0-9b8a-57a81ee6ace5
Iraqi,e6df0f0e-0c03-4b9f-bc35-60d44bfdb2ee
Role: Healer,ae564ee0-30d6-4b07-ac77-9443190da26c
Paraplegic,c9dbb4e5-e732-454d-a7d7-b098b9158f25
Standup Comedy,396aee63-bb8a-43c4-95da-98fca08e144b
First Playthrough,d0976a7e-26a7-4a48-9225-c522808540f2
Champion: Viktor,4a158add-6ab5-45a0-b27b-20e33aa8bb85
European,65174c7e-8b88-4ed9-9c63-d45beef62457
Handball,76189ed0-4b77-4290-8b17-4973809f0401
Nigerien,95577a76-6285-4fce-8bbf-4a0fc4be86fb
Syrian,eb769086-e618-4a67-be59-79d233ff07ef
Tuvaluan,5749f8a5-23d0-496d-a37d-8a2c00b50e01
Equatoguinean,a55b2e83-4bf0-4dfb-a2e4-db761a810526
Veteran,3d5c81dd-c48c-4e21-90d3-6bdcf365709c
Traditional Dance,f05f75ed-2e5e-4cb3-91c9-a50ed2e5896a
Saban,c2c6f213-f6a9-413c-8eea-b06627345fed
BlizzCon,0c86fabf-317f-41e5-9eda-bd9880d70375
Automotive,1400ca9c-84ea-414e-a85b-076a70d38ecf
Fiber Arts,79dc53e2-32d1-4e6b-8276-22102c150c1b
Champion: Blitzcrank,7b4bdf9c-3d47-4380-8cd6-46f93a9ea470
Arena,cc5eabb5-3f2c-41b5-b9b5-399a9b4d40ea
Central African,c86fc38b-2c62-42c2-8948-4e0785023f2d
Macedonian,fb73b3b1-1e92-4d8a-9aad-98d07803437f
Greek,4b2e9a0b-0a8b-4b70-9d19-81cd9ff45b35
Champion: Diana,d34f15ef-03f5-4a5c-8c16-f78d5c923422
Drones,aa971bdc-a28d-4a33-a686-f112c764e73b
Thai,a9efb20c-1b40-444f-a5d6-805e75554735
Champion: Taliyah,aa616af3-aeba-4dde-8320-ac5b5b70c7c5
No Backseating,69318d09-f132-4853-b4b6-09a0580f7092
Voice Acting,06ab147d-91b6-4c7f-83e4-2b337d2780d5
Easy Mode,1eea2343-ca8e-4606-ab21-5c64e129f6db
Comics,1d712738-c298-4ff9-9c15-671ae9a77b7c
Map: Guardian,f168dcce-e963-48b2-8f0e-49a387410f6c
Marathon,1706e401-a023-49fc-9b10-7bf73f59c940
Puerto Rican,7ef43332-90a0-4931-81f4-a74693a6c7d9
Champion: Draven,86f660a1-4377-442c-94f1-91a5d51fa027
Map: Cobblestone,55ca4dfa-614e-4d1f-9ef3-550a1687fb49
Champion: Wukong,d050bbd5-b69b-4c5d-a131-8bf9850573b3
Mode: True Vault Hunter,a0bbbfd5-a59e-4005-8bcb-22e9c932a15b
Feminine,9d1fcbc7-0da5-4fe9-9249-d64bafddb403
Coloring,319e29b7-9b61-4f0b-ad11-43e4c01ca697
Gaming News,f4b7fa12-9f16-439f-a6b9-87efe9ecf3ba
Down Syndrome,2b239b05-3cec-4289-9ae6-0ec5b47bf969
Bulgarian,21d85c73-701f-4259-8c4e-4321265847b5
Korean,ab2975e3-b9ca-4b1a-a93e-fb61a5d5c3a4
Good Characters,ee1daaae-116a-44d6-9f40-09322caf3181
English,6ea6bca4-4712-4ab9-a906-e3336a9d8039
Nonverbal,c61c3e4f-0603-4ad6-9ada-5e75a3192bb3
Champion: Tryndamere,02cc8a4a-94df-40dc-a713-fd843610fc86
Magic Tricks,1b70fcca-0579-446a-90d1-075c9ce62309
Pixel Art,3c0a4e1f-6863-4dad-bb4e-538326306bef
Modded,9458de4e-6d35-422a-84a9-f243a49c212e
Liberian,9db6d675-aaf1-4e7e-83d7-5d4b29e2ca8f
Panamanian,5763229e-7165-4513-a5bd-16428c1834e8
Visible Disability,9e0618f6-52ce-41fc-a808-aca38f32cc3e
Map: Butcher's Bridge,44fb8308-417d-48f9-a525-f39dad6dc682
Russian,9289945f-58b6-4384-b4ee-80ba595507ee
South Ossetian,e14141d6-8d16-42d8-90ed-ffd57ae5b30a
End Game,aeab850d-94ec-4af5-89a0-9eb1bf41558d
Music Production,ddb625af-5920-49cc-9f13-3716f87941dc
Champion: Kha'Zix,5ee5b552-4805-4afe-911c-4a3fc3faf33a
Visually Impaired,b0be05c1-38a8-4eb9-8f6e-61524afce37d
Cuban,af40eaba-004c-4f85-b33f-e4af89e98d5a
History,7e2022f8-924e-4a2f-bd67-92e5c051dc95
Slovene,476cce1e-c5e8-4ed5-b599-c1650e36fbaa
Instrumental,9d0e6082-403a-4693-b3a9-cc7de4c84866
Shopping,f8629a4c-ecce-4eca-b8fe-31838605102c
Reggae,6497804e-494c-427d-8e96-30da54e7b4ec
